"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_695992__2000","172_695992",172,2000,"",695992,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_696000__2003","172_696000",172,2003,"",696000,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_713529__2008","172_713529",172,2008,"",713529,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_713529__2008","172_713529",172,2008,"",713529,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693809__2000","172_693809",172,2000,"",693809,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693080__2000","172_693080",172,2000,"",693080,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,3,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692351__2007","172_692351",172,2007,"",692351,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_707691__2000","172_707691",172,2000,"",707691,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694540__2003","172_694540",172,2003,"",694540,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693810__2003","172_693810",172,2003,"",693810,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693083__2003","172_693083",172,2003,"",693083,3,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_695280__1999","172_695280",172,1999,"",695280,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693085__2002","172_693085",172,2002,"",693085,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693819__2003","172_693819",172,2003,"",693819,3,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_696720__2000","172_696720",172,2000,"",696720,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692361__2003","172_692361",172,2003,"",692361,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_712799__2008","172_712799",172,2008,"",712799,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_712799__2008","172_712799",172,2008,"",712799,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693809__2008","172_693809",172,2008,"",693809,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_695271__2001","172_695271",172,2001,"",695271,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694544__2001","172_694544",172,2001,"",694544,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_696722__2000","172_696722",172,2000,"",696722,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694540__2003","172_694540",172,2003,"",694540,3,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_696003__2000","172_696003",172,2000,"",696003,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693814__2004","172_693814",172,2004,"",693814,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_691622__2001","172_691622",172,2001,"",691622,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_706965__2000","172_706965",172,2000,"",706965,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693810__2002","172_693810",172,2002,"",693810,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692350__2002","172_692350",172,2002,"",692350,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692350__2002","172_692350",172,2002,"",692350,2,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,1,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_697453__2000","172_697453",172,2000,"",697453,3,0
"ITIS:180526","Temperate","Marine","All","ML","Count","","172_692350__2002","172_692350",172,2002,"",692350,2,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,2,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_692351__2007","172_692351",172,2007,"",692351,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_696000__2003","172_696000",172,2003,"",696000,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_696720__2000","172_696720",172,2000,"",696720,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_693809__2000","172_693809",172,2000,"",693809,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_693817__2008","172_693817",172,2008,"",693817,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_692361__2003","172_692361",172,2003,"",692361,2,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_708425__2005","172_708425",172,2005,"",708425,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_712068__2009","172_712068",172,2009,"",712068,1,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_694540__2003","172_694540",172,2003,"",694540,2,0
"ITIS:180528","Temperate","Marine","All","ML","Count","","172_697453__2000","172_697453",172,2000,"",697453,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,9,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695280__2005","172_695280",172,2005,"",695280,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694550__2005","172_694550",172,2005,"",694550,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_714986__2009","172_714986",172,2009,"",714986,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_679206__2004","172_679206",172,2004,"",679206,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_679206__2004","172_679206",172,2004,"",679206,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_679207__2004","172_679207",172,2004,"",679207,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692364__1998","172_692364",172,1998,"",692364,55,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692350__2002","172_692350",172,2002,"",692350,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695271__2005","172_695271",172,2005,"",695271,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695992__2007","172_695992",172,2007,"",695992,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_706230__2009","172_706230",172,2009,"",706230,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695272__2005","172_695272",172,2005,"",695272,40,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_696010__2000","172_696010",172,2000,"",696010,8,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,6,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_690170__2004","172_690170",172,2004,"",690170,10,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_691627__2000","172_691627",172,2000,"",691627,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,7,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_679207__2004","172_679207",172,2004,"",679207,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_696001__2001","172_696001",172,2001,"",696001,2,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_690147__2009","172_690147",172,2009,"",690147,2,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694543__2001","172_694543",172,2001,"",694543,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695272__2000","172_695272",172,2000,"",695272,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694543__2003","172_694543",172,2003,"",694543,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695274__2003","172_695274",172,2003,"",695274,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692361__2004","172_692361",172,2004,"",692361,9,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694543__2000","172_694543",172,2000,"",694543,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695280__2001","172_695280",172,2001,"",695280,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693817__2005","172_693817",172,2005,"",693817,3,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695992__2001","172_695992",172,2001,"",695992,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_693824__2003","172_693824",172,2003,"",693824,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695279__2000","172_695279",172,2000,"",695279,2,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695280__1999","172_695280",172,1999,"",695280,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_705505__2000","172_705505",172,2000,"",705505,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_691623__2001","172_691623",172,2001,"",691623,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,4,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_706231__2000","172_706231",172,2000,"",706231,6,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_690902__2004","172_690902",172,2004,"",690902,1,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,5,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,6,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_679935__2004","172_679935",172,2004,"",679935,20,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,2,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,2,0
"ITIS:180463","Temperate","Marine","All","ML","Count","","172_692363__2004","172_692363",172,2004,"",692363,20,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_712795__2009","172_712795",172,2009,"",712795,1,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_693824__2003","172_693824",172,2003,"",693824,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_696734__2004","172_696734",172,2004,"",696734,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_694549__2005","172_694549",172,2005,"",694549,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_691633__2005","172_691633",172,2005,"",691633,3,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_690898__2000","172_690898",172,2000,"",690898,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,4,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_704039__2000","172_704039",172,2000,"",704039,3,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_693814__2005","172_693814",172,2005,"",693814,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,10,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,3,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_696000__2003","172_696000",172,2003,"",696000,1,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,6,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_679935__2004","172_679935",172,2004,"",679935,4,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,4,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_712067__2009","172_712067",172,2009,"",712067,3,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,4,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_694536__1998","172_694536",172,1998,"",694536,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,7,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_692357__2004","172_692357",172,2004,"",692357,1,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,1,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_708425__2005","172_708425",172,2005,"",708425,6,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_714256__2008","172_714256",172,2008,"",714256,5,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_694549__1998","172_694549",172,1998,"",694549,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,4,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_714986__2009","172_714986",172,2009,"",714986,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,3,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_695281__2005","172_695281",172,2005,"",695281,6,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_694543__2002","172_694543",172,2002,"",694543,2,0
"ITIS:180504","Temperate","Marine","All","ML","Count","","172_707690__2009","172_707690",172,2009,"",707690,7,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696003__2000","172_696003",172,2000,"",696003,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691634__2005","172_691634",172,2005,"",691634,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691626__2007","172_691626",172,2007,"",691626,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693813__2000","172_693813",172,2000,"",693813,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,7,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695280__2004","172_695280",172,2004,"",695280,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_713525__2009","172_713525",172,2009,"",713525,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693080__2002","172_693080",172,2002,"",693080,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691621__2003","172_691621",172,2003,"",691621,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694543__2008","172_694543",172,2008,"",694543,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_708423__2009","172_708423",172,2009,"",708423,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694543__2003","172_694543",172,2003,"",694543,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2004","172_694547",172,2004,"",694547,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2007","172_695276",172,2007,"",695276,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2006","172_694545",172,2006,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695274__2008","172_695274",172,2008,"",695274,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694543__2008","172_694543",172,2008,"",694543,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_712067__2009","172_712067",172,2009,"",712067,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_712068__2009","172_712068",172,2009,"",712068,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693813__2005","172_693813",172,2005,"",693813,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695281__2005","172_695281",172,2005,"",695281,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2000","172_693814",172,2000,"",693814,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691622__2001","172_691622",172,2001,"",691622,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706961__2000","172_706961",172,2000,"",706961,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691622__2006","172_691622",172,2006,"",691622,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693808__2004","172_693808",172,2004,"",693808,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,7,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693809__2008","172_693809",172,2008,"",693809,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696723__2000","172_696723",172,2000,"",696723,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693809__2000","172_693809",172,2000,"",693809,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696003__2001","172_696003",172,2001,"",696003,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695274__2001","172_695274",172,2001,"",695274,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,7,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692353__2004","172_692353",172,2004,"",692353,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695280__1999","172_695280",172,1999,"",695280,55,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706963__2000","172_706963",172,2000,"",706963,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693085__2002","172_693085",172,2002,"",693085,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693085__2002","172_693085",172,2002,"",693085,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2003","172_695276",172,2003,"",695276,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695279__2000","172_695279",172,2000,"",695279,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692359__2000","172_692359",172,2000,"",692359,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,4,0
